,Family,Protein_Name,Protein_ID,Localization,Topology,TM_Segment_Helix,Hydrophobic_Thickness_or_Depth,Tilt_Angle,deltaGfold,kcal_mol
235,T-cell receptor beta/gamma/delta chains,T cell receptor gamma constant 1,TRGC1_HUMAN,Plasma memb.,Out,142- 163 ( 138- 164),32.5,4,-9.2,-15.7
239,AGC Ser/Thr protein kinase family,Myotonin-protein kinase,DMPK_HUMAN,Mito. outer memb.,In,585- 602 ( 583- 604),25.6,21,-13.4,-18.7
240,CK1 Ser/Thr protein kinase family,Serine/threonine-protein kinase VRK2,VRK2_HUMAN,ER memb.,In,490- 506 ( 485- 507),28.9,2,-16.5,-25.6
241,TKL Ser/Thr protein kinase family,Activin receptor type-1,ACVR1_HUMAN,Plasma memb.,Out,125- 148 ( 123- 153),34.3,20,-15.6,-25.9
244,TKL Ser/Thr protein kinase family,Activin receptor type-2A,AVR2A_HUMAN,Plasma memb.,Out,141- 161 ( 137- 166),33.0,9,-15.8,-27.7
246,TKL Ser/Thr protein kinase family,Anti-Muellerian hormone type-2 receptor,AMHR2_HUMAN,Plasma memb.,Out,146- 169 ( 143- 173),33.5,22,-29.4,-33.1
247,TKL Ser/Thr protein kinase family,Bone morphogenetic protein receptor type...,BMR1A_HUMAN,Plasma memb.,Out,151- 172 ( 149- 173),33.4,17,-17.5,-24.5
248,TKL Ser/Thr protein kinase family,Bone morphogenetic protein receptor type...,BMR1B_HUMAN,Plasma memb.,Out,128- 147 ( 122- 151),33.3,1,-18.4,-25.5
250,TKL Ser/Thr protein kinase family,Serine/threonine-protein kinase receptor...,ACVL1_HUMAN,Plasma memb.,Out,120- 141 ( 116- 149),34.3,6,-17.0,-27.9
252,TKL Ser/Thr protein kinase family,TGF-beta receptor type-2,TGFR2_HUMAN,Plasma memb.,Out,173- 187 ( 172- 192),29.9,3,-8.1,-19.0
255,"Tyrosine-protein kinase, CSF-1/PDGF rece...",Neuroplastin,NPTN_HUMAN,Plasma memb.,Out,341- 360 ( 340- 364),33.1,9,-18.0,-26.0
256,"Tyrosine-protein kinase, CSF-1/PDGF rece...",Platelet-derived growth factor receptor...,PGFRA_HUMAN,Plasma memb.,Out,526- 548 ( 523- 552),34.5,16,-25.9,-32.5
257,"Tyrosine-protein kinase, CSF-1/PDGF rece...",Platelet-derived growth factor receptor...,PGFRB_HUMAN,Plasma memb.,Out,529- 555 ( 527- 559),35.5,35,-24.0,-32.1
258,"Tyrosine-protein kinase, CSF-1/PDGF rece...",Receptor-type tyrosine-protein kinase FL...,FLT3_HUMAN,Plasma memb.,Out,543- 565 ( 541- 568),33.4,14,-17.6,-26.5
259,"Tyrosine protein kinase, EGF/ERB/XmrK re...",Epidermal growth factor receptor,EGFR_HUMAN,Plasma memb.,Out,647- 667 ( 644- 671),33.4,11,-18.8,-27.6
260,"Tyrosine protein kinase, EGF/ERB/XmrK re...",Receptor tyrosine-protein kinase erbB-2,ERBB2_HUMAN,Plasma memb.,Out,652- 674 ( 648- 680),34.3,27,-17.0,-28.8
262,"Tyrosine protein kinase, EGF/ERB/XmrK re...",Receptor tyrosine-protein kinase erbB-4,ERBB4_HUMAN,Plasma memb.,Out,653- 675 ( 651- 683),34.4,15,-13.6,-25.6
263,Ephrin receptor,Ephrin type-A receptor 1,EPHA1_HUMAN,Plasma memb.,Out,547- 567 ( 546- 576),33.4,11,-18.6,-27.5
264,Ephrin receptor,Ephrin type-A receptor 10,EPHAA_HUMAN,Plasma memb.,Out,566- 588 ( 564- 590),33.5,20,-15.2,-25.1
266,Ephrin receptor,Ephrin type-A receptor 3,EPHA3_HUMAN,Plasma memb.,Out,541- 562 ( 537- 565),33.4,15,-19.4,-27.6
267,Ephrin receptor,Ephrin type-A receptor 4,EPHA4_HUMAN,Plasma memb.,Out,550- 570 ( 545- 580),33.2,15,-13.9,-25.1
269,Ephrin receptor,Ephrin type-A receptor 6,EPHA6_HUMAN,Plasma memb.,Out,547- 570 ( 541- 571),34.0,21,-19.2,-28.1
270,Ephrin receptor,Ephrin type-A receptor 7,EPHA7_HUMAN,Plasma memb.,Out,555- 577 ( 554- 581),34.3,21,-20.1,-30.9
271,Ephrin receptor,Ephrin type-A receptor 8,EPHA8_HUMAN,Plasma memb.,Out,543- 564 ( 538- 567),34.5,9,-22.1,-29.2
272,Ephrin receptor,Ephrin type-B receptor 1,EPHB1_HUMAN,Plasma memb.,Out,541- 562 ( 540- 568),33.4,7,-10.8,-20.2
273,Ephrin receptor,Ephrin type-B receptor 2,EPHB2_HUMAN,Plasma memb.,Out,544- 564 ( 542- 568),33.5,7,-13.6,-22.8
274,Ephrin receptor,Ephrin type-B receptor 3,EPHB3_HUMAN,Plasma memb.,Out,560- 582 ( 558- 586),34.5,17,-14.5,-25.1
275,Ephrin receptor,Ephrin type-B receptor 4,EPHB4_HUMAN,Plasma memb.,Out,538- 561 ( 532- 566),33.9,26,-20.6,-30.1
277,Fibroblast growth factor receptor family,Fibroblast growth factor receptor 1,FGFR1_HUMAN,Plasma memb.,Out,377- 398 ( 372- 401),32.5,10,-7.1,-15.7
278,Fibroblast growth factor receptor family,Fibroblast growth factor receptor 2,FGFR2_HUMAN,Plasma memb.,Out,376- 399 ( 373- 402),33.2,16,-14.6,-22.6
279,Fibroblast growth factor receptor family,Fibroblast growth factor receptor 3,FGFR3_HUMAN,Plasma memb.,Out,373- 397 ( 369- 399),34.4,26,-12.4,-23.9
281,"Tyrosine-protein kinase, insulin-like",Insulin-like growth factor 1 receptor,IGF1R_HUMAN,Plasma memb.,Out,935- 957 ( 930- 962),34.4,13,-19.4,-31.0
283,"Tyrosine-protein kinase, insulin-like",Insulin receptor-related protein,INSRR_HUMAN,Plasma memb.,Out,929- 944 ( 928- 949),29.6,5,-14.3,-20.6
284,"Tyrosine-protein kinase, receptor ROR",Inactive tyrosine-protein kinase transme...,ROR1_HUMAN,Plasma memb.,Out,402- 424 ( 398- 430),34.5,19,-14.8,-29.8
286,"Tyr protein kinase, Tie subfamily",Angiopoietin-1 receptor,TIE2_HUMAN,Plasma memb.,Out,747- 771 ( 744- 774),34.5,24,-18.3,-26.1
287,"Tyr protein kinase, Tie subfamily",Tyrosine-protein kinase receptor Tie-1,TIE1_HUMAN,Plasma memb.,Out,758- 784 ( 757- 789),34.4,31,-10.1,-18.8
288,"Tyr protein kinase, AXL/UFO subfamily",Tyrosine-protein kinase Mer,MERTK_HUMAN,Plasma memb.,Out,500- 522 ( 499- 528),33.4,20,-15.2,-25.1
289,"Tyr protein kinase, AXL/UFO subfamily",Tyrosine-protein kinase receptor TYRO3,TYRO3_HUMAN,Plasma memb.,Out,430- 452 ( 429- 456),34.3,14,-19.0,-26.0
291,"Tyrosine-protein kinase, HGF/MSP recepto...",Hepatocyte growth factor receptor,MET_HUMAN,Plasma memb.,Out,932- 955 ( 930- 960),34.5,20,-14.5,-26.1
292,"Tyrosine-protein kinase, HGF/MSP recepto...",Macrophage-stimulating protein receptor,RON_HUMAN,Plasma memb.,Out,957- 980 ( 954- 985),34.4,19,-20.0,-32.0
293,"Tyrosine-protein kinase, Ret receptor",Proto-oncogene tyrosine-protein kinase r...,RET_HUMAN,Plasma memb.,Out,634- 657 ( 631- 662),34.4,25,-15.2,-24.0
294,LMTK tyrosine-protein kinases,Serine/threonine-protein kinase LMTK1,LMTK1_HUMAN,Membrane,Out,33- 52 ( 30- 57),30.1,11,-14.1,-23.6
295,LMTK tyrosine-protein kinases,Serine/threonine-protein kinase LMTK2,LMTK2_HUMAN,Membrane,Out,44- 65 ( 40- 67),30.0,25,-12.0,-21.3
296,LMTK tyrosine-protein kinases,Serine/threonine-protein kinase LMTK3,LMTK3_HUMAN,Membrane,Out,40- 60 ( 38- 64),31.0,20,-12.7,-22.2
297,ADCK/ABC1 protein kinase family,"Atypical kinase COQ8A, mitochondrial",COQ8A_HUMAN,Mito. inner memb.,In,217- 233 ( 216- 238),27.5,18,-6.0,-14.9
298,ADCK/ABC1 protein kinase family,"Atypical kinase COQ8B, mitochondrial",COQ8B_HUMAN,Mito. memb.,In,92- 110 ( 85- 114),27.6,21,-8.5,-16.2
299,ADCK/ABC1 protein kinase family,Uncharacterized aarF domain-containing p...,ADCK5_HUMAN,Mito. inner memb.,In,47- 66 ( 45- 76),28.5,16,-12.2,-22.0
300,Ser/Thr-protein kinase/endoribonuclease,Serine/threonine-protein kinase/endoribo...,ERN1_HUMAN,ER memb.,Out,441- 461 ( 439- 464),30.1,23,-16.0,-24.3
301,Ser/Thr-protein kinase/endoribonuclease,Serine/threonine-protein kinase/endoribo...,ERN2_HUMAN,ER memb.,Out,433- 450 ( 430- 454),28.8,5,-11.6,-18.1
302,Eukaryotic translation initiation factor...,Eukaryotic translation initiation factor...,E2AK3_HUMAN,ER memb.,Out,522- 541 ( 515- 542),30.2,5,-12.3,-20.4
303,Vascular endothelial growth factor recep...,Vascular endothelial growth factor recep...,VGFR1_HUMAN,Plasma memb.,Out,760- 782 ( 757- 786),33.5,15,-18.5,-26.1
306,Muscle receptor tyrosine protein kinase,"Muscle, skeletal receptor tyrosine-prote...",MUSK_HUMAN,Plasma memb.,Out,494- 515 ( 491- 521),33.3,10,-16.3,-26.7
307,Tyrosine-protein kinase RYK,Tyrosine-protein kinase RYK,RYK_HUMAN,Plasma memb.,Out,226- 249 ( 221- 253),34.4,25,-17.3,-26.4
308,Tyrosine-protein kinase STYK1,Tyrosine-protein kinase STYK1,STYK1_HUMAN,Plasma memb.,Out,29- 48 ( 28- 53),34.4,20,-24.2,-31.7
309,Mitochondrial Ser/Thr-protein kinase PIN...,"Serine/threonine-protein kinase PINK1, m...",PINK1_HUMAN,Mito. outer memb.,Out,96- 112 ( 95- 121),26.5,2,-8.8,-16.1
311,Receptor guanylyl/adenylyl cyclase,Guanylyl cyclase C,GUC2C_HUMAN,Plasma memb.,Out,431- 454 ( 429- 458),34.3,25,-24.5,-33.3
312,Receptor guanylyl/adenylyl cyclase,Retinal guanylyl cyclase 1,GUC2D_HUMAN,Plasma memb.,Out,464- 485 ( 463- 489),34.3,16,-13.5,-26.4
313,Receptor guanylyl/adenylyl cyclase,Retinal guanylyl cyclase 2,GUC2F_HUMAN,Plasma memb.,Out,467- 489 ( 466- 493),33.0,20,-15.8,-23.3
314,Natriuretic peptide receptor,Atrial natriuretic peptide receptor 1,ANPRA_HUMAN,Plasma memb.,Out,472- 493 ( 468- 506),33.4,15,-13.6,-24.9
315,Natriuretic peptide receptor,Atrial natriuretic peptide receptor 2,ANPRB_HUMAN,Plasma memb.,Out,453- 475 ( 452- 480),34.3,31,-12.1,-26.1
317,Discoidin domain-containing receptor,Discoidin domain-containing receptor 2,DDR2_HUMAN,Plasma memb.,Out,399- 424 ( 395- 435),33.2,26,-25.8,-32.4
318,Discoidin domain-containing receptor,Epithelial discoidin domain-containing r...,DDR1_HUMAN,Plasma memb.,Out,416- 440 ( 414- 452),34.4,26,-26.6,-32.6
319,"Tyrosine-protein kinase, neurotrophic re...",BDNF/NT-3 growth factors receptor,NTRK2_HUMAN,Plasma memb.,Out,434- 456 ( 432- 460),34.3,20,-17.6,-25.9
320,"Tyrosine-protein kinase, neurotrophic re...",High affinity nerve growth factor recept...,NTRK1_HUMAN,Plasma memb.,Out,416- 438 ( 415- 443),34.5,24,-12.1,-23.5
321,"Tyrosine-protein kinase, neurotrophic re...",NT-3 growth factor receptor,NTRK3_HUMAN,Plasma memb.,Out,430- 455 ( 426- 458),34.5,25,-17.8,-29.1
322,ALK tyrosine kinase receptor,ALK tyrosine kinase receptor,ALK_HUMAN,Plasma memb.,Out,1033-1057 (1032-1063),33.1,29,-15.6,-25.5
323,ALK tyrosine kinase receptor,Leukocyte tyrosine kinase receptor,LTK_HUMAN,Plasma memb.,Out,424- 447 ( 423- 453),34.2,25,-14.4,-24.0
324,Inactive tyrosine-protein kinase 7,Inactive tyrosine-protein kinase 7,PTK7_HUMAN,Plasma memb.,Out,704- 725 ( 697- 733),34.4,5,-10.6,-20.6
325,Proto-oncogene kinase ROS,Proto-oncogene tyrosine-protein kinase R...,ROS1_HUMAN,Plasma memb.,Out,1861-1882 (1858-1886),34.5,5,-19.6,-32.7
327,"Scavenger receptors, class A (macrophage...",Macrophage receptor MARCO,MARCO_HUMAN,Plasma memb.,In,45- 69 ( 42- 73),34.4,21,-14.0,-25.1
328,"Scavenger receptors, class A (macrophage...",Macrophage scavenger receptor types I an...,MSRE_HUMAN,Plasma memb.,In,50- 74 ( 48- 76),35.3,16,-16.4,-28.6
329,"Scavenger receptors, class A (macrophage...",Scavenger receptor class A member 3,SCAR3_HUMAN,ER memb.,In,55- 76 ( 51- 79),30.9,24,-20.0,-29.0
330,"Scavenger receptors, class A (macrophage...",Scavenger receptor class A member 5,SCAR5_HUMAN,Plasma memb.,In,58- 80 ( 55- 82),33.2,10,-19.4,-28.3
331,LAMP-like membrane glycoprotein,Lysosome-associated membrane glycoprotei...,LAMP1_HUMAN,Lysosome memb.,Out,386- 404 ( 385- 409),30.9,14,-15.1,-22.2
332,LAMP-like membrane glycoprotein,Lysosome-associated membrane glycoprotei...,LAMP2_HUMAN,Lysosome memb.,Out,379- 397 ( 378- 402),30.9,14,-15.6,-23.8
333,LAMP-like membrane glycoprotein,Lysosome-associated membrane glycoprotei...,LAMP3_HUMAN,Lysosome memb.,Out,381- 403 ( 378- 407),32.2,25,-10.3,-22.9
335,LAMP-like membrane glycoprotein,Macrosialin,CD68_HUMAN,Lysosome memb.,Out,322- 343 ( 317- 347),30.9,25,-20.1,-29.6
336,"Scavenger receptors, class E",B-cell differentiation antigen CD72,CD72_HUMAN,Plasma memb.,In,92- 115 ( 90- 118),34.4,26,-14.9,-25.0
337,"Scavenger receptors, class E",CD209 antigen,CD209_HUMAN,Plasma memb.,In,43- 62 ( 42- 63),32.8,19,-9.5,-18.4
338,"Scavenger receptors, class E",CD302 antigen,CD302_HUMAN,Plasma memb.,Out,169- 192 ( 166- 199),34.4,25,-19.0,-26.9
339,"Scavenger receptors, class E",Chondrolectin,CHODL_HUMAN,ER memb.,Out,216- 236 ( 215- 237),33.0,9,-13.0,-26.7
340,"Scavenger receptors, class E",C-type lectin domain family 10 member A,CLC10_HUMAN,Plasma memb.,In,40- 60 ( 37- 64),33.3,5,-14.6,-24.1
342,"Scavenger receptors, class E",C-type lectin domain family 12 member B,CL12B_HUMAN,Plasma memb.,In,44- 66 ( 43- 68),34.4,10,-18.2,-28.4
343,"Scavenger receptors, class E",C-type lectin domain family 14 member A,CLC14_HUMAN,Plasma memb.,Out,399- 422 ( 394- 423),34.5,15,-17.9,-30.0
344,"Scavenger receptors, class E","C-type lectin domain family 17, member A",CL17A_HUMAN,Plasma memb.,In,170- 192 ( 164- 196),34.0,20,-14.2,-23.5
345,"Scavenger receptors, class E",C-type lectin domain family 1 member A,CLC1A_HUMAN,Plasma memb.,In,50- 72 ( 49- 75),35.4,26,-22.4,-31.8
347,"Scavenger receptors, class E",C-type lectin domain family 2 member A,CLC2A_HUMAN,Plasma memb.,In,27- 49 ( 24- 53),33.2,21,-15.0,-24.2
348,"Scavenger receptors, class E",C-type lectin domain family 2 member B,CLC2B_HUMAN,Plasma memb.,In,7- 28 ( 3- 31),33.3,9,-10.0,-20.5
349,"Scavenger receptors, class E",C-type lectin domain family 2 member D,CLC2D_HUMAN,Plasma memb.,In,33- 58 ( 27- 61),33.2,25,-21.4,-28.3
350,"Scavenger receptors, class E",C-type lectin domain family 2 member L,CLC2L_HUMAN,Plasma memb.,In,66- 88 ( 63- 91),34.2,15,-26.6,-30.3
351,"Scavenger receptors, class E",C-type lectin domain family 4 member A,CLC4A_HUMAN,Plasma memb.,In,46- 68 ( 44- 72),34.4,27,-21.7,-35.9
353,"Scavenger receptors, class E",C-type lectin domain family 4 member D,CLC4D_HUMAN,Plasma memb.,In,19- 41 ( 18- 43),33.4,19,-13.3,-25.9
354,"Scavenger receptors, class E",C-type lectin domain family 4 member E,CLC4E_HUMAN,Plasma memb.,In,20- 44 ( 16- 45),33.4,26,-8.6,-27.1
355,"Scavenger receptors, class E",C-type lectin domain family 4 member F,CLC4F_HUMAN,Plasma memb.,In,43- 61 ( 42- 64),33.1,11,-16.6,-27.9
356,"Scavenger receptors, class E",C-type lectin domain family 4 member G,CLC4G_HUMAN,Plasma memb.,In,32- 52 ( 31- 57),33.4,1,-20.0,-27.0
357,"Scavenger receptors, class E",C-type lectin domain family 4 member K,CLC4K_HUMAN,Plasma memb.,In,41- 62 ( 40- 63),33.5,9,-14.7,-22.3
358,"Scavenger receptors, class E",C-type lectin domain family 4 member M,CLC4M_HUMAN,Plasma memb.,In,51- 73 ( 48- 74),33.5,20,-16.4,-24.8
359,"Scavenger receptors, class E",C-type lectin domain family 5 member A,CLC5A_HUMAN,Plasma memb.,In,6- 27 ( 5- 28),34.2,3,-12.1,-20.9
360,"Scavenger receptors, class E",C-type lectin domain family 6 member A,CLC6A_HUMAN,Plasma memb.,In,24- 44 ( 23- 47),33.0,14,-7.9,-19.0
361,"Scavenger receptors, class E",C-type lectin domain family 7 member A,CLC7A_HUMAN,Plasma memb.,In,43- 69 ( 41- 71),34.3,35,-20.5,-31.4
362,"Scavenger receptors, class E",C-type lectin domain family 9 member A,CLC9A_HUMAN,Plasma memb.,In,36- 58 ( 31- 59),34.3,10,-10.6,-22.4
363,"Scavenger receptors, class E",C-type lectin-like domain family 1,CLCL1_HUMAN,Plasma memb.,In,63- 84 ( 61- 92),33.4,14,-5.4,-20.3
364,"Scavenger receptors, class E",Early activation antigen CD69,CD69_HUMAN,Plasma memb.,In,42- 63 ( 40- 65),33.4,12,-16.0,-25.7
365,"Scavenger receptors, class E",Killer cell lectin-like receptor subfami...,KLRB1_HUMAN,Plasma memb.,In,40- 63 ( 36- 72),33.3,20,-10.3,-23.8
367,"Scavenger receptors, class E",Killer cell lectin-like receptor subfami...,KLRF2_HUMAN,Plasma memb.,In,31- 52 ( 29- 54),33.2,11,-16.4,-25.0
368,"Scavenger receptors, class E",Killer cell lectin-like receptor subfami...,KLRG1_HUMAN,Plasma memb.,In,38- 59 ( 34- 63),33.4,10,-14.2,-23.3
369,"Scavenger receptors, class E",Killer cell lectin-like receptor subfami...,KLRG2_HUMAN,Plasma memb.,In,262- 283 ( 255- 288),34.5,16,-16.2,-27.0
370,"Scavenger receptors, class E",Layilin,LAYN_HUMAN,Plasma memb.,Out,230- 257 ( 223- 265),34.5,33,-15.1,-30.2
371,"Scavenger receptors, class E",Low affinity immunoglobulin epsilon Fc r...,FCER2_HUMAN,Plasma memb.,In,24- 45 ( 21- 46),34.5,14,-14.3,-24.0
373,"Scavenger receptors, class E",NKG2-A/NKG2-B type II integral membrane...,NKG2A_HUMAN,Plasma memb.,In,68- 92 ( 66- 93),34.4,30,-14.7,-25.8
374,"Scavenger receptors, class E",NKG2-C type II integral membrane protein,NKG2C_HUMAN,Plasma memb.,In,71- 93 ( 68- 94),32.5,20,-10.3,-19.2
377,"Scavenger receptors, class E",NKG2-F type II integral membrane protein,NKG2F_HUMAN,Plasma memb.,In,71- 93 ( 68- 94),32.5,20,-10.3,-19.2
379,"Scavenger receptors, class F",Multiple epidermal growth factor-like do...,MEG10_HUMAN,Plasma memb.,Out,856- 878 ( 855- 884),34.3,20,-27.7,-34.9
380,"Scavenger receptors, class F",Multiple epidermal growth factor-like do...,MEG11_HUMAN,Plasma memb.,Out,851- 871 ( 848- 878),33.0,5,-23.1,-32.1
381,"Scavenger receptors, class F",Platelet endothelial aggregation recepto...,PEAR1_HUMAN,Plasma memb.,Out,755- 777 ( 754- 785),34.5,24,-12.0,-23.4
382,"Scavenger receptors, class F",Scavenger receptor class F member 1,SREC_HUMAN,Plasma memb.,Out,421- 442 ( 420- 444),33.3,4,-10.8,-23.0
383,"Scavenger receptors, class F",Scavenger receptor class F member 2,SREC2_HUMAN,Plasma memb.,Out,441- 461 ( 436- 468),33.1,6,-11.9,-21.1
384,CXC chemokine 16,C-X-C motif chemokine 16,CXL16_HUMAN,Plasma memb.,Out,207- 224 ( 206- 230),31.9,1,-19.5,-27.0
385,"Scavenger receptors, class H",Stabilin-1,STAB1_HUMAN,Plasma memb.,Out,2477-2498 (2476-2502),34.3,4,-10.5,-19.3
386,"Scavenger receptors, class H",Stabilin-2,STAB2_HUMAN,Plasma memb.,Out,2461-2482 (2458-2487),34.4,13,-14.6,-25.8
387,Macrophage mannose receptor,C-type mannose receptor 2,MRC2_HUMAN,Plasma memb.,Out,1413-1435 (1412-1440),34.2,24,-28.8,-33.5
390,Macrophage mannose receptor,Secretory phospholipase A2 receptor,PLA2R_HUMAN,Plasma memb.,Out,1399-1419 (1398-1423),33.4,19,-16.0,-24.9
392,Speract/scavenger receptor,Scavenger receptor cysteine-rich type 1...,C163A_HUMAN,Plasma memb.,Out,1051-1073 (1048-1077),34.4,11,-23.2,-33.2
394,Speract/scavenger receptor,T-cell differentiation antigen CD6,CD6_HUMAN,Plasma memb.,Out,400- 425 ( 394- 429),34.4,31,-21.6,-32.3
395,Speract/scavenger receptor,T-cell surface glycoprotein CD5,CD5_HUMAN,Plasma memb.,Out,379- 401 ( 375- 412),34.3,20,-17.7,-28.1
396,Asialoglycoprotein receptor,Asialoglycoprotein receptor 1,ASGR1_HUMAN,Plasma memb.,In,38- 59 ( 37- 64),33.4,5,-13.4,-23.7
400,Complement componet C1q/Trombomodulin,Complement component C1q receptor,C1QR1_HUMAN,Plasma memb.,Out,580- 603 ( 576- 612),34.4,26,-25.2,-32.2
401,Complement componet C1q/Trombomodulin,Thrombomodulin,TRBM_HUMAN,Plasma memb.,Out,517- 538 ( 514- 543),33.4,11,-16.5,-23.3
403,Low density lipoprotein receptor-related...,Low-density lipoprotein receptor-related...,LRP5_HUMAN,Plasma memb.,Out,1383-1405 (1381-1409),33.3,16,-9.4,-22.9
404,Low density lipoprotein receptor-related...,Low-density lipoprotein receptor-related...,LRP6_HUMAN,Plasma memb.,Out,1371-1396 (1369-1397),33.4,24,-8.4,-21.0
405,LRP8-like (with TolB and EGF-like domain...,Low-density lipoprotein receptor,LDLR_HUMAN,Plasma memb.,Out,787- 812 ( 784- 813),34.4,26,-19.4,-32.5
406,LRP8-like (with TolB and EGF-like domain...,Low-density lipoprotein receptor-related...,LRP8_HUMAN,Plasma memb.,Out,820- 845 ( 817- 854),34.3,25,-12.6,-28.0
407,LRP8-like (with TolB and EGF-like domain...,Very low-density lipoprotein receptor,VLDLR_HUMAN,Plasma memb.,Out,795- 818 ( 793- 829),33.1,28,-13.1,-26.5
408,LRP1-related (with TolB and EGF-like dom...,Low-density lipoprotein receptor-related...,LRP1B_HUMAN,Plasma memb.,Out,4448-4466 (4447-4471),33.5,17,-19.4,-27.2
409,LRP1-related (with TolB and EGF-like dom...,Low-density lipoprotein receptor-related...,LRP2_HUMAN,Plasma memb.,Out,4425-4447 (4422-4450),34.5,10,-21.1,-30.2
411,Prostate androgen-induced protein family,Low-density lipoprotein receptor class A...,LRAD4_HUMAN,Endosome memb.,Out,64- 85 ( 62- 90),31.0,20,-18.6,-26.8
413,MAM and LDL-receptor domain-containing p...,Apical endosomal glycoprotein,AEGP_HUMAN,Endosome memb.,Out,1154-1175 (1153-1180),31.2,25,-17.9,-25.6
414,MAM and LDL-receptor domain-containing p...,MAM and LDL-receptor class A domain-cont...,MALR1_HUMAN,Plasma memb.,Out,1391-1414 (1388-1418),34.2,21,-17.4,-28.4
415,Proteins with LDL and PKD domains,Low-density lipoprotein receptor-related...,LRP11_HUMAN,Golgi memb.,Out,453- 472 ( 452- 483),30.1,15,-17.0,-23.9
417,LRAD1 family,Low-density lipoprotein receptor class A...,LRAD1_HUMAN,Plasma memb.,In,39- 61 ( 36- 62),33.5,15,-18.4,-26.8
418,CD320 antigen,CD320 antigen,CD320_HUMAN,Plasma memb.,Out,230- 252 ( 228- 258),34.4,10,-14.3,-21.1
419,Proteins with LDL and CUB domains,Low-density lipoprotein receptor-related...,LRP10_HUMAN,Plasma memb.,Out,438- 464 ( 436- 471),34.0,34,-9.6,-21.3
420,Proteins with LDL and CUB domains,Low-density lipoprotein receptor-related...,LRP12_HUMAN,Plasma memb.,Out,492- 513 ( 490- 516),34.3,9,-10.1,-20.3
422,MFRP (with CUB and Frizzled domains),Membrane frizzled-related protein,MFRP_HUMAN,Plasma memb.,In,66- 91 ( 62- 94),35.3,16,-24.7,-31.3
423,Tumour necrosis factor receptor 1,Tumor necrosis factor receptor superfami...,TNR1A_HUMAN,Plasma memb.,Out,210- 233 ( 209- 238),34.1,15,-16.6,-31.5
425,Tumour necrosis factor receptor 3,Tumor necrosis factor receptor superfami...,TNR3_HUMAN,Plasma memb.,Out,221- 247 ( 219- 248),33.3,32,-20.5,-34.7
426,Tumour necrosis factor receptor 4,Tumor necrosis factor receptor superfami...,TNR4_HUMAN,Plasma memb.,Out,215- 239 ( 213- 243),34.4,14,-17.9,-28.2
427,Tumour necrosis factor receptor 5,Tumor necrosis factor receptor superfami...,TNR5_HUMAN,Plasma memb.,Out,192- 214 ( 188- 220),34.4,25,-23.5,-33.4
428,Fas receptor,Tumor necrosis factor receptor superfami...,TNR6_HUMAN,Plasma memb.,Out,173- 191 ( 167- 202),32.0,9,-9.6,-22.3
429,Tumour necrosis factor receptor 8,Tumor necrosis factor receptor superfami...,TNR8_HUMAN,Plasma memb.,Out,387- 407 ( 384- 414),33.4,6,-13.6,-23.5
430,Tumour necrosis factor receptor 9,Tumor necrosis factor receptor superfami...,TNR9_HUMAN,Plasma memb.,Out,187- 207 ( 184- 209),33.3,21,-22.3,-32.2
431,Tumour necrosis factor receptor 10,Tumor necrosis factor receptor superfami...,TR10A_HUMAN,Plasma memb.,Out,239- 262 ( 238- 265),34.5,16,-17.2,-30.0
432,Tumour necrosis factor receptor 10,Tumor necrosis factor receptor superfami...,TR10B_HUMAN,Plasma memb.,Out,211- 234 ( 208- 238),33.4,31,-15.1,-26.4
433,Tumour necrosis factor receptor 10,Tumor necrosis factor receptor superfami...,TR10C_HUMAN,Plasma memb.,Und,239- 257 ( 235- 258),32.3,11,-14.3,-22.9
434,Tumour necrosis factor receptor 10,Tumor necrosis factor receptor superfami...,TR10D_HUMAN,Plasma memb.,Out,211- 231 ( 209- 234),33.3,7,-20.3,-26.9
435,Tumour necrosis factor receptor 11,Tumor necrosis factor receptor superfami...,TNR11_HUMAN,Plasma memb.,Out,212- 234 ( 211- 238),34.3,24,-20.4,-30.3
438,Tumour necrosis factor receptor 14,Tumor necrosis factor receptor superfami...,TNR14_HUMAN,Plasma memb.,Out,202- 224 ( 197- 229),34.3,19,-15.1,-26.2
